MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,name,RecordID
1,0.14694403805325,-0.00958288897136042,0.352533551141083,0.313435088384739,0.197598772428892,0.0153524230568047,-0.216492144196326,-0.133865273000263,0.278308788297085,0.287410262793143,-0.132485537505254,-0.239947069500438,0.0609101181982783,0.187106882214892,0.030892666720078,-0.0435954168717587,-0.0525361061682523,-0.0241063608339043,0.0160811811737261,0.0625055622494944,0.0422847252551289,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.16112656794629,0.0925335515801005,0.50556590467751,0.192867288852095,0.0048402304275169,-0.147127561015547,0.0562944000638479,0.291854205320165,0.0358850192334418,-0.341045241131463,0.0604239192449245,0.285829727545072,-0.162494240627406,-0.256574920289714,0.0888698266452829,0.187176675995102,0.0814039129479947,-0.126164548612859,-0.173302737190252,0.0960329758581644,0.267691637719677,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
1,0.563143321042739,0.532827534426042,0.240486645501452,-0.0186229463928838,0.219334105378532,0.128617989346568,-0.0714955855654828,0.0828631996829424,0.138306346166914,-0.0609130336670851,-0.0150102381263891,0.0862924740649773,0.0135714158995434,-0.0315461651430451,0.036965915710131,0.00780492339248175,-0.00566387333254653,0.0450147598737592,-0.0233859487844396,-0.0116726950176847,0.0344138599512471,Hylidae,Hypsiboas,HypsiboasCordobae,42
1,0.269820893902026,0.75962492361663,0.431490459245484,-0.279977844436241,0.253076729368347,0.303067778634511,-0.269917940122942,-0.0202570127416029,0.179458055152931,-0.181258985908385,-0.11204225857612,0.243615079825412,0.0787939641376927,-0.183398546343072,-0.0603561042986034,0.104454448669609,0.00189449234439114,-0.0806830532861336,-0.00546117296650537,0.0460045304286107,-0.0283775588458398,Leptodactylidae,Leptodactylus,LeptodactylusFuscus,47
1,0.31429083941461,0.277927871971248,0.556397219349742,0.174762884412777,0.0776836125841623,-0.0274804112134336,0.0277470697359965,0.275623143578151,0.00524045549695453,-0.321022305863671,0.131085193855894,0.407925310652049,-0.0946791569182922,-0.269607341269905,0.110642779846635,0.190800097439774,0.018804826559024,-0.0645491261980931,-0.126460206641347,0.0410898309079098,0.155351844189267,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
1,0.255736805848238,0.247613122894834,0.610460153381857,0.167373401660264,0.00776832308807899,-0.112387987235084,0.0553458996131197,0.302649274559394,-0.0249189053722371,-0.464114481155598,0.0470175252102657,0.476008072131262,-0.0971161667795831,-0.33550881465835,0.179023122744577,0.23491808417474,-0.106211318338212,-0.155132459374058,-0.101932894365208,0.0987688389730703,0.225852014996878,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1,0.283707135881069,0.144388182661304,0.406153937975823,0.328533730518126,0.270898632277426,0.0984290660413283,-0.18488354922716,-0.171519120348969,0.168139620007772,0.197778782041676,-0.184535600213913,-0.332562066793948,-0.0735588605493675,0.0758541525702907,-0.0310427929930615,-0.156806655304368,-0.188412755991851,-0.165102144975112,-0.0857666120597321,-0.00693416343879647,-0.00970161910405259,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.523924081618665,0.527908680436959,0.229660841217094,0.00566155541292324,0.184239634711788,0.0709746008622348,-0.0596901746572595,0.140904574011217,0.119765433515299,-0.0956305300227653,-0.0016143105324904,0.0895541504135482,-0.0224277142812027,-0.00909382528300361,0.0248566642458612,-0.00570703409391683,0.0249462138372744,0.0309343700526529,-0.0210937815742596,-0.0118212335941238,0.0502869192410092,Hylidae,Hypsiboas,HypsiboasCordobae,42
1,0.278467193634935,0.216396571683052,0.606768183124517,0.162736791598976,-0.0204532684762047,-0.106034428745774,0.150029644817768,0.266622619426994,-0.00804921582328196,-0.267946860710401,0.163044293171876,0.344244386776275,-0.157435320032434,-0.260297299728279,0.123101720009605,0.207088181124422,0.0143317277687486,-0.101267987273163,-0.110176555612403,0.0684018722461953,0.109967313814346,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,17
1,0.142307952719782,0.06505533790839,0.533247683672474,0.220348773575712,-0.082060631399474,-0.197388611996251,0.0717489902239969,0.267863605199835,-0.0428637726787162,-0.236918496693462,0.133005677909363,0.28521790139215,-0.109718558631138,-0.200428607838934,0.106126554093292,0.126445869233537,-0.0617791709993779,-0.0924970739979665,-0.0132950431617447,0.162528748768133,0.113435846403282,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,18
1,0.273042205700886,0.162060663007071,0.492475677748819,0.200566946608625,0.0534157126280375,-0.131195433537245,0.0184099226540574,0.29376261893078,0.0481140795948639,-0.298531851161071,0.00863731832508551,0.267181642202209,-0.117793230302708,-0.288249419775573,0.0478540034502857,0.213630785345048,0.0958226232763479,-0.0775687604877463,-0.173378469431296,0.0641538480129055,0.186090767215605,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
1,0.0819997321963596,0.0895099297011772,0.670825482285851,0.267272650721024,0.113130345381834,-0.128361981391272,-0.00928495619935436,0.320877437197726,0.0860406496566846,-0.325457769286635,0.165084928966679,0.387363438872924,-0.146788228788277,-0.254321400579591,0.245573175877699,0.292273825192671,-0.0101722413559262,-0.125980478819816,-0.0884740037176629,0.152588438163509,0.261684856962612,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1,0.382888529016272,0.32439873725492,0.255469298682969,-0.0200762746384478,0.0467859077223514,0.16454497165137,0.0331230559106745,-0.0589700955250566,0.0574554495392911,0.0478168627298911,-0.0217415867637842,0.0189747428170873,0.0483131841447144,0.00242962308633395,-0.0244313653338194,0.0108630246334577,0.0178851988057667,0.0157550126695682,0.00821122039837538,0.00479751716185921,0.00136033978529934,Bufonidae,Rhinella,Rhinellagranulosa,52
1,0.0131570436666982,0.189364259019794,0.509352357414834,0.21238476381033,0.205365814940844,0.0805780981631094,-0.207515395305904,0.0428766396332213,0.262497492003611,-0.130203049533626,-0.270348315785216,0.167258925677931,0.26056257846266,-0.0446613822564478,-0.0828826996147245,-0.043102915123314,-0.080809239450709,0.0736237153286725,0.243763023939922,0.0113706816304033,-0.216581204598248,Leptodactylidae,Leptodactylus,LeptodactylusFuscus,47
1,0.574917515691824,0.383675974583012,0.208920895261964,0.0460531252132855,0.187355668455403,0.0742148015398114,-0.0677415613967342,0.095131061764928,0.0786726439356774,-0.0747616801790061,0.0478484360884566,0.0709305240529007,-0.111977205994127,-0.00968263766486708,0.104312276637623,-0.000230015158760351,-0.0337357884467164,0.0126599428326313,-0.0240754068190996,-0.00766902507609419,0.0461773358641609,Hylidae,Hypsiboas,HypsiboasCordobae,42
1,0.208230045632534,0.0419671815115191,0.39090814162464,0.362461452211756,0.284769523208447,0.0798435954337601,-0.178042255849308,-0.153269325594725,0.223138811661033,0.255570889974854,-0.118996087491172,-0.285489824214469,-0.0400090160047745,0.100222482005865,-0.0480495040068502,-0.122650188019974,-0.0796475030837092,-0.108214055401385,-0.0999744086110247,0.0324621267516108,0.0166759238239975,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.113696943855269,0.0696826448577491,0.531636858612722,0.201874517194208,-0.107970588666828,-0.186036670773938,0.120667922503847,0.292620552393992,-0.00416368511321412,-0.148766850155755,0.234674145437698,0.224709028856758,-0.202258553606638,-0.209601591351532,0.127792521243321,0.106465663954525,-0.0822277098970653,-0.116438759814838,-0.0157361579088301,0.181897737920109,0.106480542546036,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,18
1,0.353136062656897,0.074767023953865,0.637226794937919,0.712662340550365,0.385779920992431,0.0782202345955668,-0.153057926722507,-0.0854354942501735,0.3985554201813,0.34881440181552,-0.263219621741868,-0.443803669540723,0.0214945106786406,0.0756368339153416,-0.182579407232533,-0.245248262214373,-0.119058800672075,-0.15154262821074,-0.10537004465608,-0.0139438121945714,-0.122336748555391,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.443386153000955,0.219431105327643,0.56418645663288,0.163212284652758,0.00720890464915986,-0.0995407660910076,0.0887176567507381,0.267100507711338,-0.0181248505035087,-0.382968399142554,0.111054509103467,0.412123276389574,-0.0217680512944483,-0.244440369310981,0.00859526064748458,0.169705273379075,0.020396703449173,0.0240896250936846,-0.0579435355485309,-0.0270673212318185,0.0891139108486307,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,17
1,0.152946488454225,0.351812371452702,0.313695456238303,0.159222052586092,0.241593274745531,0.118653630768656,-0.149023045513731,-0.0304159475116838,0.102109922279778,0.072896079990118,0.0950919678631408,0.0875560868067414,-0.107903321295655,-0.108137542454306,0.0602074554457412,0.0773604987289526,0.02253405388545,0.0033437324673689,-0.0598958880305825,-0.0626183086603659,0.0566706753990487,Hylidae,Hypsiboas,HypsiboasCordobae,41
1,0.155125912356295,-0.0516929509305233,0.323941972492521,0.324314270439264,0.246288419858934,0.0538523737314549,-0.256307215534653,-0.194291277814096,0.264188214153547,0.306212555753717,-0.139673334761253,-0.321284642756007,0.0534306883427603,0.215954138087796,0.0416179413832867,-0.0625846867792753,-0.0346943098457027,-0.050198304795196,0.0147150399544007,0.112699715183597,0.0613556477019131,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.109443492256094,0.142854560275102,0.684525226730898,0.210547205293824,0.0595855260678504,-0.16999698584535,0.0250073936110959,0.313021514750463,0.0924839913223082,-0.228864828249984,0.0934698981296018,0.310895737749729,-0.12950454202061,-0.273758312162794,0.0579487901227016,0.185519452308798,0.0388590985378712,-0.105502959206209,-0.137686449394062,0.0843730280510516,0.272573320473739,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1,0.0756018776823688,0.0185456161218587,0.489561317375706,0.238036474478597,0.0933447102760244,-0.138040235529812,-0.0893208663416266,0.194560640556203,0.12644970774612,-0.206221335863551,-0.00701145305433317,0.27566016238227,-0.0229625086701634,-0.268989012136605,-0.0294963147667691,0.232039205804563,0.0928286830703198,-0.13606684945736,-0.204731666763251,-0.0124997365686951,0.225519230101293,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
1,0.17480178170897,0.313055626479609,0.304796396197345,0.188466527354246,0.22315575242225,0.0923365321679763,-0.139104249097414,-0.0491549783318063,0.101281477114041,0.0412585110016367,0.0508718303538478,0.115216694023093,-0.0235653082935044,-0.115328542109939,0.0336555743570755,0.120271502129324,0.00964841153358785,0.01745444276353,0.0124577959155212,-0.0558002590471457,-0.0289581450681214,Hylidae,Hypsiboas,HypsiboasCordobae,42
1,0.237880385423077,0.151525036871682,0.455237383993249,0.396763198028998,0.309011946102219,0.101053753795185,-0.209149343337355,-0.133798204527892,0.201878230480087,0.243816973840118,-0.116869114831253,-0.303819759267166,-0.0741542269996096,0.0616126252412731,-0.0468585597060249,-0.170682854807331,-0.161721594190821,-0.129410659040591,-0.0877189131144178,-0.0237889873519056,-0.0147795730975686,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.24457583954382,0.0946023949777084,0.381683047331904,0.339732971754112,0.272715770131895,0.133109774510141,-0.145840708507279,-0.122960462390373,0.200734475880429,0.218352229311072,-0.158050886769964,-0.254381673273712,-0.0157236931109546,0.0979169078909332,-0.00888279796390528,-0.0991553573089853,-0.139969030185909,-0.152898969522391,-0.0848091435647151,-0.0142042730138838,0.00357550569086532,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.284435560559945,0.138321891518731,0.426601236871384,0.458871568324741,0.347446355374711,0.125590601335732,-0.15177833025006,-0.160078118575864,0.163729698507059,0.194117292735777,-0.183595525068972,-0.324473621690628,-0.0804338046944921,0.0238093602820698,-0.094806349988383,-0.169885825284585,-0.150033816176896,-0.14971111476509,-0.102743013872488,0.00111558571951606,-0.0100634123528089,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.193653530788252,0.0620869314458137,0.34021052488837,0.294358263854917,0.238592182223532,0.0655103257248702,-0.202893157002263,-0.117600176866636,0.24740509149362,0.232869473730773,-0.095257485302859,-0.21750670792662,0.00117833571911569,0.0992749013303692,-0.0274392379083312,-0.0994562447815661,-0.0693195445694547,-0.0517701217273302,-0.030116422973773,0.0242786120832629,0.0139982486822129,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.475405781226163,-0.0402805060886349,0.305595695957389,0.430771803475662,0.270070399479559,-0.0551957930379557,-0.173716747231209,0.0222782571771249,0.369122570971016,0.309726988073231,-0.102547072106056,-0.278306696674461,0.0265036242263635,0.291908420219716,0.164488685800731,-0.117329176956318,-0.209851456260798,-0.0724944659266561,0.136260350816355,0.182753859612967,0.0302531739082761,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.465560031903209,0.151990938311676,0.658288487896791,0.274821444081985,-0.0331833086520451,-0.234699032575774,0.063748708834854,0.254753645300164,-0.00126358052014023,-0.334333120925767,0.014677372972042,0.321880060236681,-0.0132896869809588,-0.315831714001373,-0.0941134587709164,0.168621240501511,0.0755474341317276,-0.0643594690749643,-0.173006975760038,-0.0595220489316638,0.152117606841663,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1,0.329639199172448,0.358816610400751,0.237705650366303,0.0980695202551515,0.167198251319453,0.0857978569536829,-0.0901363775045229,0.0210147675593375,0.0864554327355965,0.010502650762854,0.0259707162397247,0.0720611053439035,-0.031736339855573,-0.0551235249377718,0.0590967204275645,0.0605931571283318,-0.00297435238457876,0.0016161120409732,-0.00905934695042758,-0.0117756803321938,0.0304508335789121,Hylidae,Hypsiboas,HypsiboasCordobae,40
1,0.00577071298708848,0.116701329745108,0.575896194742478,0.252998992532476,0.0568139822928542,-0.181940521015906,-0.0362254970232961,0.202025034122142,0.04196114402413,-0.133846547718554,0.202318127069448,0.144762010875353,-0.353966150450009,-0.177805214790378,0.326976813742556,0.244926398133518,-0.148364878581444,-0.19977414447572,-0.097455613032096,0.157470241459485,0.17732666466217,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1,0.555047136497892,0.362761892548441,0.262045836173999,0.0552755951457172,0.170975181118209,0.0588751957958963,0.0978199786268729,0.150589774771693,-0.098306813440964,-0.0293310882273836,0.248110414700266,0.017393435063304,-0.119600093030627,0.135323809430003,0.100359159384275,-0.0859035968289,0.0253258878321659,0.0894005530085301,0.0103793800241077,0.0517492958521172,-0.0708534778860274,Hylidae,Hypsiboas,HypsiboasCinerascens,38
1,0.250176684734037,0.305058017984175,0.740446547325288,0.183471971065595,0.034218526776898,-0.0572261474394098,0.139320178901242,0.309035926992571,0.020917364235357,-0.378810523463672,0.099440804343521,0.44711773104291,-0.0715882689510289,-0.276700507764648,0.178097413456845,0.276078562865651,-0.0929850218943978,-0.102523726719412,-0.037832499671622,0.0531246792489665,0.170050867159023,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1,0.183458347820543,0.0124704067167995,0.344819562737257,0.363314459054754,0.226251389501628,0.0411211083125864,-0.20615588769932,-0.151438888285726,0.343144867461262,0.389983555101504,-0.128145328341846,-0.368473779862175,0.0454240261811111,0.247773950594531,0.0703791261436923,-0.0556665165092107,-0.058583664189722,-0.102126002491222,-0.0200941325913478,0.158376695310466,0.118608223634678,Leptodactylidae,Adenomera,AdenomeraAndre,2
1,0.0627132822222701,-0.0218216377262326,0.374041361738163,0.162571323985723,0.0625265518510746,-0.106831789094662,-0.0338351697372007,0.202454577459985,0.150123547627287,-0.193178800364517,0.0164484776441895,0.273320513228545,-0.0931849995516128,-0.367131194224719,-0.05257441592245,0.236380906615695,0.137545778449084,-0.0526258484854203,-0.142670184607628,0.0110748043410568,0.216937951044422,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
1,0.376365855585334,0.186577671585296,0.704747546590614,0.354128611711824,0.0375942487560591,-0.258754999195704,0.0358867430528902,0.317805578184102,0.154038559429886,-0.301376785108986,-0.0105847798653096,0.362964786436542,0.0816226389417439,-0.216044778634073,-0.10388797797845,0.0955304707799337,0.0566339035336726,-0.00507464604849633,-0.120229762976861,0.0018819638652087,0.169983778665742,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1,0.450774015593288,0.372557040518617,0.489104556400584,0.0662791582480988,0.0584073532789176,-0.0390868069243827,0.0469958313636419,0.299251904719251,0.07825874849853,-0.261493209076666,0.111188897659799,0.355152886126955,-0.0700154180763452,-0.241237202028762,0.0787958019483223,0.183440346360014,0.0106394346123391,-0.0613463810395548,-0.0899288074436845,0.0550484755823531,0.142594073496644,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
